setting,sample_index,image_id,target_id,target_name,cci_region,A,B_fixed_normalized,raw_failure,normalized_failure,raw_pass_normalized_fail,raw_fail_normalized_pass,raw_cci_margin,normalized_cci_margin,raw_worst_class_id,raw_worst_class_name,normalized_worst_class_id,normalized_worst_class_name,hardest_foil_agreement,raw_unrestricted_oracle_pass,normalized_unrestricted_oracle_pass
coco_openai_b16,2844,174371,1,person,0,1,1,1,1,0,0,-0.7429205477237701,-0.7600833773612976,38,kite,38,kite,1,0,0
coco_openai_b16,2845,520503,7,train,4,0,0,1,1,0,0,-0.4277075529098511,-0.44006630778312683,28,umbrella,28,umbrella,1,0,0
coco_openai_b16,2846,281733,1,person,7,1,1,1,1,0,0,-0.5224634408950806,-0.5286623239517212,81,sink,81,sink,1,0,0
coco_openai_b16,2847,490008,6,bus,1,1,1,1,1,0,0,-0.3495533037930727,-0.3575220424681902,64,potted plant,64,potted plant,1,0,0
coco_openai_b16,2848,363654,6,bus,0,1,0,0,0,0,0,0.9688998460769653,0.991777777671814,7,train,7,train,1,1,1
coco_openai_b16,2849,447991,8,truck,5,1,1,1,1,0,0,-0.4659510850906372,-0.47950899600982666,6,bus,6,bus,1,0,0
coco_openai_b16,2850,108669,52,banana,6,1,0,0,0,0,0,1.5946155786514282,1.6136008501052856,24,zebra,24,zebra,1,1,1
coco_openai_b16,2851,172599,5,airplane,3,1,1,1,1,0,0,-1.101746678352356,-1.1167053580284119,88,teddy bear,88,teddy bear,1,0,0
coco_openai_b16,2852,290689,65,bed,4,1,0,0,0,0,0,1.0285534262657166,1.0470264554023743,77,cell phone,77,cell phone,1,1,1
coco_openai_b16,2853,463611,17,cat,5,1,0,0,0,0,0,4.6275981068611145,4.71569561958313,55,orange,55,orange,1,1,1
coco_openai_b16,2854,328,1,person,7,0,0,1,1,0,0,-0.6773421838879585,-0.6909549608826637,15,bench,15,bench,1,0,0
coco_openai_b16,2855,12115,1,person,7,1,1,1,1,0,0,-0.155511736869812,-0.15702223777770996,16,bird,16,bird,1,0,0
coco_openai_b16,2856,540636,38,kite,7,1,1,1,1,0,0,-1.5268848538398743,-1.5506611466407776,57,carrot,57,carrot,1,1,1
coco_openai_b16,2857,26472,64,potted plant,1,1,1,1,1,0,0,-0.2441713809967041,-0.24145281314849854,63,couch,63,couch,1,0,0
coco_openai_b16,2858,535506,1,person,0,1,1,1,1,0,0,-0.7085248753428459,-0.7239630818367004,31,handbag,31,handbag,1,0,0
coco_openai_b16,2859,33835,1,person,2,0,0,1,1,0,0,-0.8388978838920593,-0.8573350310325623,89,hair drier,89,hair drier,1,0,0
coco_openai_b16,2860,120021,4,motorcycle,1,1,1,1,1,0,0,-0.6311495006084442,-0.6439773738384247,46,wine glass,46,wine glass,1,0,0
coco_openai_b16,2861,516786,42,surfboard,6,1,0,0,0,0,0,0.502284586429596,0.516179084777832,9,boat,9,boat,1,1,1
coco_openai_b16,2862,386968,2,bicycle,6,0,0,1,1,0,0,-0.8536572456359863,-0.8719745576381683,89,hair drier,89,hair drier,1,0,0
coco_openai_b16,2863,550643,51,bowl,2,0,0,1,1,0,0,-0.9363955855369568,-0.9561545252799988,88,teddy bear,88,teddy bear,1,0,0
coco_openai_b16,2864,103431,1,person,4,1,1,1,1,0,0,-0.5255154371261597,-0.5404036045074463,38,kite,38,kite,1,0,0
coco_openai_b16,2865,20410,1,person,2,1,1,1,1,0,0,-1.0354624427855015,-1.0576381497085094,40,baseball glove,40,baseball glove,1,0,0
coco_openai_b16,2866,104980,1,person,4,1,1,1,1,0,0,-0.535813570022583,-0.5491102933883667,21,cow,31,handbag,0,0,0
coco_openai_b16,2867,280238,64,potted plant,2,0,0,1,1,0,0,-0.1038588210940361,-0.1054999902844429,88,teddy bear,88,teddy bear,1,0,0
coco_openai_b16,2868,91416,1,person,3,1,0,0,0,0,0,0.2014499306678772,0.20577651262283325,4,motorcycle,4,motorcycle,1,1,1
coco_openai_b16,2869,95383,65,bed,1,0,0,1,1,0,0,-0.05666989088058472,-0.061775028705596924,35,skis,35,skis,1,0,0
coco_openai_b16,2870,137028,3,car,3,1,1,1,1,0,0,-0.10820510983467102,-0.1106952428817749,4,motorcycle,4,motorcycle,1,0,0
coco_openai_b16,2871,191893,7,train,5,0,0,1,1,0,0,-0.44135230779647827,-0.44879499077796936,52,banana,52,banana,1,0,0
coco_openai_b16,2872,264110,65,bed,7,1,0,0,0,0,0,0.4117199182510376,0.4156816005706787,15,bench,15,bench,1,1,1
coco_openai_b16,2873,380088,21,cow,1,1,0,0,0,0,0,5.0396963357925415,5.12242317199707,20,sheep,20,sheep,1,1,1
coco_openai_b16,2874,267802,3,car,1,0,0,1,1,0,0,-0.5065942108631134,-0.5166731774806976,33,suitcase,33,suitcase,1,0,0
coco_openai_b16,2875,412878,63,couch,1,1,0,0,0,0,0,0.9412003755569458,0.9523849487304688,56,broccoli,56,broccoli,1,1,1
coco_openai_b16,2876,351597,72,tv,7,0,0,1,1,0,0,-0.333051472902298,-0.34494125843048096,78,microwave,78,microwave,1,0,0
coco_openai_b16,2877,425226,82,refrigerator,2,1,0,0,0,0,0,0.7430282831192017,0.7554562091827393,58,hot dog,58,hot dog,1,1,1
coco_openai_b16,2878,262505,3,car,0,1,0,0,0,0,0,0.7415900230407715,0.7431185245513916,14,parking meter,14,parking meter,1,1,1
coco_openai_b16,2879,92776,1,person,1,1,0,0,0,0,0,0.3418489694595337,0.3494008183479309,21,cow,21,cow,1,1,1
coco_openai_b16,2880,89329,4,motorcycle,1,0,0,1,1,0,0,-0.1971651166677475,-0.20072847604751587,55,orange,55,orange,1,0,0
coco_openai_b16,2881,445950,63,couch,3,1,0,0,0,0,0,0.800316572189331,0.810538113117218,62,chair,62,chair,1,1,1
coco_openai_b16,2882,235575,56,broccoli,6,0,0,0,0,0,0,0.268649697303772,0.2715592384338379,48,fork,48,fork,1,1,1
coco_openai_b16,2883,4243,1,person,4,1,1,1,1,0,0,-0.8543619215488434,-0.8689188063144684,7,train,7,train,1,0,0
coco_openai_b16,2884,423380,17,cat,4,0,0,1,1,0,0,-0.8032767791301012,-0.81562440097332,70,toilet,70,toilet,1,0,0
coco_openai_b16,2885,260330,82,refrigerator,6,0,0,0,0,0,0,0.1559666395187378,0.1629047393798828,63,couch,63,couch,1,1,1
coco_openai_b16,2886,6226,7,train,2,0,0,1,1,0,0,-0.044994473457336426,-0.05001938343048096,6,bus,6,bus,1,0,0
coco_openai_b16,2887,130419,1,person,5,0,0,1,1,0,0,-4.011389046907425,-4.0873896181583405,33,suitcase,33,suitcase,1,1,1
coco_openai_b16,2888,573196,61,cake,5,1,1,1,1,0,0,-0.8868358135223389,-0.9098507165908813,25,giraffe,25,giraffe,1,0,0
coco_openai_b16,2889,184384,61,cake,1,1,1,1,1,0,0,-0.09514987468719482,-0.09751737117767334,86,vase,86,vase,1,0,0
coco_openai_b16,2890,306361,1,person,2,0,0,1,1,0,0,-0.33202946186065674,-0.3377864956855774,58,hot dog,58,hot dog,1,0,0
coco_openai_b16,2891,143483,63,couch,1,1,0,0,0,0,0,2.172232061624527,2.208202540874481,75,remote,75,remote,1,1,1
coco_openai_b16,2892,213773,1,person,7,0,0,1,1,0,0,-1.6446600332856178,-1.6725172400474548,79,oven,79,oven,1,0,0
coco_openai_b16,2893,35814,11,fire hydrant,6,0,0,1,1,0,0,-0.5389459133148193,-0.54714435338974,90,toothbrush,90,toothbrush,1,0,0
coco_openai_b16,2894,109869,17,cat,3,1,1,1,1,0,0,-0.4902999997138977,-0.5002139508724213,34,frisbee,34,frisbee,1,0,0
coco_openai_b16,2895,109425,10,traffic light,5,1,0,0,0,0,0,1.1488269567489624,1.1779130697250366,4,motorcycle,4,motorcycle,1,1,1
coco_openai_b16,2896,163333,7,train,2,1,1,1,1,0,0,-0.594109982252121,-0.6055388003587723,33,suitcase,33,suitcase,1,0,0
coco_openai_b16,2897,297078,1,person,2,1,1,1,1,0,0,-1.8732455968856812,-1.9147817492485046,27,backpack,27,backpack,1,0,0
coco_openai_b16,2898,149903,1,person,5,1,0,0,0,0,0,0.8322035074234009,0.8460023403167725,24,zebra,24,zebra,1,1,1
coco_openai_b16,2899,539251,81,sink,6,0,0,0,0,0,0,0.6184957027435303,0.6182076930999756,89,hair drier,89,hair drier,1,1,1
coco_openai_b16,2900,343954,1,person,6,0,0,1,1,0,0,-0.1502743661403656,-0.15306509286165237,90,toothbrush,90,toothbrush,1,0,0
coco_openai_b16,2901,221776,1,person,3,1,0,0,0,0,0,0.13520601391792297,0.13847312331199646,56,broccoli,56,broccoli,1,1,1
coco_openai_b16,2902,164091,65,bed,1,1,0,0,0,0,0,1.1044747829437256,1.124751091003418,58,hot dog,58,hot dog,1,1,1
coco_openai_b16,2903,226065,6,bus,4,1,0,0,0,0,0,1.2919921875,1.3147995471954346,24,zebra,24,zebra,1,1,1
coco_openai_b16,2904,571038,1,person,6,0,0,1,1,0,0,-0.4488242268562317,-0.45523834228515625,79,oven,79,oven,1,0,0
coco_openai_b16,2905,512780,1,person,6,1,1,1,1,0,0,-0.9966363310813904,-1.0118386894464493,81,sink,81,sink,1,0,0
coco_openai_b16,2906,216861,2,bicycle,7,1,0,0,0,0,0,0.7486848831176758,0.7633299827575684,4,motorcycle,4,motorcycle,1,1,1
coco_openai_b16,2907,512836,1,person,7,1,1,1,1,0,0,-0.813239574432373,-0.8394502401351929,28,umbrella,28,umbrella,1,0,0
coco_openai_b16,2908,72795,1,person,3,1,1,1,1,0,0,-0.4709136486053467,-0.48558509349823,64,potted plant,64,potted plant,1,0,0
coco_openai_b16,2909,145668,62,chair,0,1,0,0,0,0,0,0.06152200698852539,0.0618135929107666,32,tie,32,tie,1,1,1
coco_openai_b16,2910,450125,81,sink,6,1,1,1,1,0,0,-0.030934453010559082,-0.0380856990814209,89,hair drier,89,hair drier,1,0,0
coco_openai_b16,2911,579655,1,person,7,0,0,1,1,0,0,-1.395046591758728,-1.4229716062545776,15,bench,15,bench,1,0,0
coco_openai_b16,2912,328008,1,person,4,1,1,1,1,0,0,-0.1755778193473816,-0.17820093035697937,39,baseball bat,39,baseball bat,1,0,0
coco_openai_b16,2913,564934,7,train,6,0,0,1,1,0,0,-0.9434189200401306,-0.9605443179607391,60,donut,60,donut,1,1,1
coco_openai_b16,2914,424271,1,person,6,0,0,1,1,0,0,-3.7278644144535065,-3.798642158508301,41,skateboard,41,skateboard,1,0,0
coco_openai_b16,2915,190829,15,bench,5,1,0,0,0,0,0,0.027660846710205078,0.030884623527526855,18,dog,18,dog,1,1,1
coco_openai_b16,2916,366931,67,dining table,0,0,0,1,1,0,0,-0.21105217933654785,-0.21671682596206665,51,bowl,51,bowl,1,0,0
coco_openai_b16,2917,424432,65,bed,0,1,0,0,0,0,0,0.33010293543338776,0.3362332284450531,56,broccoli,56,broccoli,1,1,1
coco_openai_b16,2918,131661,82,refrigerator,7,0,0,0,0,0,0,0.1648927927017212,0.1674780547618866,23,bear,23,bear,1,1,1
coco_openai_b16,2919,114770,3,car,5,1,0,0,0,0,0,0.8782826662063599,0.8837549686431885,64,potted plant,64,potted plant,1,1,1
coco_openai_b16,2920,224118,15,bench,5,1,0,0,0,0,0,3.3501296043395996,3.4267598390579224,63,couch,63,couch,1,1,1
coco_openai_b16,2921,172342,1,person,5,1,1,1,1,0,0,-1.3449271321296692,-1.3714962005615234,46,wine glass,46,wine glass,1,0,0
coco_openai_b16,2922,486568,1,person,7,1,1,1,1,0,0,-1.4454566538333893,-1.4708169996738434,58,hot dog,58,hot dog,1,0,0
coco_openai_b16,2923,831,1,person,2,1,1,1,1,0,0,-0.8114075660705566,-0.8368117213249207,35,skis,35,skis,1,0,0
coco_openai_b16,2924,170211,1,person,4,1,1,1,1,0,0,-0.4701562821865082,-0.4810868501663208,31,handbag,31,handbag,1,0,0
coco_openai_b16,2925,562778,1,person,5,0,0,1,1,0,0,-0.8552190661430359,-0.8714774250984192,41,skateboard,41,skateboard,1,0,0
coco_openai_b16,2926,465887,1,person,5,1,1,1,1,0,0,-2.407559759914875,-2.4588846564292908,87,scissors,87,scissors,1,0,0
coco_openai_b16,2927,493192,1,person,3,1,1,1,1,0,0,-0.2605891227722168,-0.2626607418060303,62,chair,62,chair,1,0,0
coco_openai_b16,2928,47752,59,pizza,7,0,0,1,1,0,0,-0.30882998928427696,-0.315111480653286,34,frisbee,34,frisbee,1,0,0
coco_openai_b16,2929,126983,82,refrigerator,1,1,0,0,0,0,0,0.20691341161727905,0.21038365364074707,57,carrot,57,carrot,1,1,1
coco_openai_b16,2930,443640,70,toilet,2,1,1,1,1,0,0,-0.2590861916542053,-0.26776421070098877,63,couch,75,remote,0,0,0
coco_openai_b16,2931,126257,1,person,6,0,0,1,1,0,0,-0.12559794262051582,-0.12814757600426674,34,frisbee,34,frisbee,1,0,0
coco_openai_b16,2932,244571,63,couch,1,1,0,0,0,0,0,0.638970673084259,0.6457014679908752,46,wine glass,46,wine glass,1,1,1
coco_openai_b16,2933,483130,62,chair,3,0,0,1,1,0,0,-2.1131480038166046,-2.1384992003440857,72,tv,72,tv,1,0,0
coco_openai_b16,2934,692,1,person,5,1,1,1,1,0,0,-1.2770373225212097,-1.300339698791504,77,cell phone,77,cell phone,1,0,0
coco_openai_b16,2935,235000,4,motorcycle,1,1,0,0,0,0,0,0.5067548751831055,0.5175111293792725,82,refrigerator,82,refrigerator,1,1,1
coco_openai_b16,2936,472088,1,person,3,1,1,1,1,0,0,-0.995307981967926,-1.0100431442260742,53,apple,53,apple,1,0,0
coco_openai_b16,2937,473632,1,person,3,0,0,1,1,0,0,-2.7808953523635864,-2.835341155529022,88,teddy bear,88,teddy bear,1,0,0
coco_openai_b16,2938,157653,1,person,2,1,1,1,1,0,0,-0.4536740928888321,-0.46311919391155243,15,bench,15,bench,1,0,0
coco_openai_b16,2939,159790,1,person,1,1,0,0,0,0,0,0.007250279188156128,0.006430923938751221,24,zebra,24,zebra,1,1,1
coco_openai_b16,2940,271565,3,car,4,0,0,1,1,0,0,-0.24853754043579102,-0.25504475831985474,14,parking meter,14,parking meter,1,0,0
coco_openai_b16,2941,328238,1,person,0,0,0,1,1,0,0,-0.8209284543991089,-0.8331230282783508,85,clock,85,clock,1,0,0
coco_openai_b16,2942,110618,1,person,7,1,1,1,1,0,0,-1.452871173620224,-1.4848476350307465,40,baseball glove,40,baseball glove,1,0,0
coco_openai_b16,2943,56426,81,sink,0,0,0,1,1,0,0,-0.026759684085845947,-0.03254920244216919,27,backpack,27,backpack,1,0,0
coco_openai_b16,2944,28874,18,dog,1,1,1,1,1,0,0,-0.9871059954166412,-1.0034010112285614,62,chair,62,chair,1,0,0
coco_openai_b16,2945,31634,65,bed,1,1,0,0,0,0,0,0.48416952788829803,0.49465303122997284,28,umbrella,28,umbrella,1,1,1
coco_openai_b16,2946,526711,5,airplane,3,0,0,1,1,0,0,-0.7215152382850647,-0.7340366244316101,27,backpack,27,backpack,1,0,0
coco_openai_b16,2947,251537,67,dining table,1,0,0,1,1,0,0,-0.9657391458749771,-0.9834108352661133,57,carrot,57,carrot,1,0,0
coco_openai_b16,2948,463283,47,cup,5,1,1,1,1,0,0,-0.50190868973732,-0.5105656385421753,41,skateboard,41,skateboard,1,0,0
coco_openai_b16,2949,442323,72,tv,4,1,0,0,0,0,0,1.2797133922576904,1.2731244564056396,78,microwave,78,microwave,1,1,1
coco_openai_b16,2950,198612,63,couch,2,1,0,0,0,0,0,1.0006941556930542,1.013083577156067,62,chair,62,chair,1,1,1
coco_openai_b16,2951,575867,88,teddy bear,1,1,0,0,0,0,0,0.14151525497436523,0.1455366611480713,23,bear,23,bear,1,1,1
coco_openai_b16,2952,321663,1,person,3,1,1,1,1,0,0,-0.6043785810470581,-0.6167926788330078,34,frisbee,34,frisbee,1,0,0
coco_openai_b16,2953,58384,7,train,2,1,1,1,1,0,0,-1.3316619396209717,-1.3609979152679443,6,bus,6,bus,1,0,0
coco_openai_b16,2954,117914,70,toilet,5,1,1,1,1,0,0,-0.10787272453308105,-0.11647641658782959,27,backpack,27,backpack,1,0,0
coco_openai_b16,2955,183437,22,elephant,5,1,1,1,1,0,0,-0.5617906302213669,-0.5734338909387589,89,hair drier,89,hair drier,1,1,1
coco_openai_b16,2956,438985,33,suitcase,1,1,0,0,0,0,0,2.8930912017822266,2.941067695617676,27,backpack,27,backpack,1,1,1
coco_openai_b16,2957,248382,1,person,2,0,0,1,1,0,0,-0.5316337794065475,-0.5412270426750183,4,motorcycle,4,motorcycle,1,0,0
coco_openai_b16,2958,531047,1,person,3,1,1,1,1,0,0,-0.5004046261310577,-0.5072056353092194,63,couch,63,couch,1,0,0
coco_openai_b16,2959,575243,3,car,3,0,0,1,1,0,0,-0.9560885429382324,-0.9772773534059525,14,parking meter,14,parking meter,1,0,0
coco_openai_b16,2960,121897,1,person,7,1,1,1,1,0,0,-1.16062793135643,-1.1863220930099487,40,baseball glove,40,baseball glove,1,0,0
coco_openai_b16,2961,106849,1,person,1,0,0,1,1,0,0,-0.31210464239120483,-0.31652551889419556,8,truck,8,truck,1,0,0
coco_openai_b16,2962,163666,31,handbag,3,1,0,0,0,0,0,0.9441857933998108,0.9647771716117859,27,backpack,27,backpack,1,1,1
coco_openai_b16,2963,450488,65,bed,7,1,0,0,0,0,0,0.5628962814807892,0.5729984194040298,9,boat,9,boat,1,1,1
coco_openai_b16,2964,427133,20,sheep,4,1,0,0,0,0,0,0.09654355049133301,0.10815834999084473,21,cow,21,cow,1,1,1
coco_openai_b16,2965,372979,17,cat,7,1,0,0,0,0,0,1.4254229068756104,1.4505040645599365,74,mouse,74,mouse,1,1,1
coco_openai_b16,2966,78823,3,car,0,1,1,1,1,0,0,-0.5022315979003906,-0.5119972825050354,58,hot dog,58,hot dog,1,0,0
coco_openai_b16,2967,96288,1,person,0,0,0,1,1,0,0,-0.5016926974058151,-0.5151678994297981,35,skis,35,skis,1,0,0
coco_openai_b16,2968,281758,27,backpack,7,1,0,0,0,0,0,1.2302558422088623,1.2617566585540771,33,suitcase,33,suitcase,1,1,1
coco_openai_b16,2969,570022,62,chair,2,1,1,1,1,0,0,-0.19613760709762573,-0.19708889722824097,63,couch,63,couch,1,0,0
coco_openai_b16,2970,509772,8,truck,1,1,0,0,0,0,0,0.2319648265838623,0.21680808067321777,80,toaster,80,toaster,1,1,1
coco_openai_b16,2971,416072,1,person,5,0,0,1,1,0,0,-1.043138474225998,-1.069338083267212,35,skis,35,skis,1,0,0
coco_openai_b16,2972,56874,60,donut,4,1,1,1,1,0,0,-1.249683141708374,-1.279573678970337,34,frisbee,34,frisbee,1,1,1
coco_openai_b16,2973,165742,1,person,2,0,0,1,1,0,0,-1.2783817052841187,-1.3086729943752289,80,toaster,80,toaster,1,0,0
coco_openai_b16,2974,549754,1,person,0,1,1,1,1,0,0,-1.6066858172416687,-1.6372326612472534,41,skateboard,41,skateboard,1,0,0
coco_openai_b16,2975,499157,72,tv,3,1,0,0,0,0,0,0.8778790235519409,0.8737906217575073,75,remote,75,remote,1,1,1
coco_openai_b16,2976,484229,1,person,0,0,0,1,1,0,0,-0.17850631102919579,-0.18282827734947205,28,umbrella,28,umbrella,1,0,0
coco_openai_b16,2977,423104,1,person,6,1,1,1,1,0,0,-6.782638151198626,-6.910801813006401,43,tennis racket,43,tennis racket,1,0,0
coco_openai_b16,2978,81691,1,person,5,0,0,1,1,0,0,-1.3098126947879791,-1.3330714404582977,82,refrigerator,82,refrigerator,1,0,0
coco_openai_b16,2979,507667,4,motorcycle,7,0,0,0,0,0,0,0.0447385311126709,0.04331260919570923,22,elephant,22,elephant,1,1,1
coco_openai_b16,2980,228914,19,horse,7,0,0,1,1,0,0,-0.5072513222694397,-0.5173215270042419,59,pizza,59,pizza,1,1,1
coco_openai_b16,2981,288150,1,person,2,0,0,1,1,0,0,-0.2152094691991806,-0.21972773969173431,34,frisbee,34,frisbee,1,0,0
coco_openai_b16,2982,278843,1,person,2,1,1,1,1,0,0,-0.43492835760116577,-0.44162386655807495,58,hot dog,58,hot dog,1,0,0
coco_openai_b16,2983,170365,70,toilet,4,1,0,0,0,0,0,0.35492008924484253,0.35854727029800415,60,donut,60,donut,1,1,1
coco_openai_b16,2984,336324,62,chair,2,0,0,1,1,0,0,-0.8976510763168335,-0.9177327156066895,88,teddy bear,88,teddy bear,1,0,0
coco_openai_b16,2985,327436,1,person,5,1,1,1,1,0,0,-1.080363154411316,-1.1072113513946533,38,kite,38,kite,1,0,0
coco_openai_b16,2986,111434,67,dining table,0,0,0,1,1,0,0,-1.2909013032913208,-1.3251407146453857,42,surfboard,42,surfboard,1,0,0
coco_openai_b16,2987,501294,63,couch,4,0,0,0,0,0,0,0.6457145810127258,0.652528703212738,39,baseball bat,39,baseball bat,1,1,1
coco_openai_b16,2988,334719,1,person,0,0,0,1,1,0,0,-0.7184825539588928,-0.7315479516983032,77,cell phone,77,cell phone,1,0,0
coco_openai_b16,2989,75183,63,couch,1,0,0,1,1,0,0,-0.8190892338752747,-0.8371302485466003,15,bench,15,bench,1,0,0
coco_openai_b16,2990,302159,1,person,3,1,1,1,1,0,0,-0.8082726001739502,-0.8301663398742676,27,backpack,27,backpack,1,0,0
coco_openai_b16,2991,556980,54,sandwich,7,0,0,1,1,0,0,-0.6177940331399441,-0.6300621181726456,15,bench,15,bench,1,0,0
coco_openai_b16,2992,234633,9,boat,0,0,0,1,1,0,0,-0.19883915781974792,-0.20309774577617645,50,spoon,50,spoon,1,0,0
coco_openai_b16,2993,558528,3,car,4,1,0,0,0,0,0,0.833702564239502,0.846874475479126,8,truck,8,truck,1,1,1
coco_openai_b16,2994,111547,6,bus,2,1,1,1,1,0,0,-0.2531251907348633,-0.2599477767944336,10,traffic light,10,traffic light,1,1,1
coco_openai_b16,2995,572725,1,person,0,0,0,1,1,0,0,-0.20676815509796143,-0.21422219276428223,35,skis,35,skis,1,0,0
coco_openai_b16,2996,212533,51,bowl,4,1,1,1,1,0,0,-0.6768876314163208,-0.693528413772583,50,spoon,50,spoon,1,0,0
coco_openai_b16,2997,157099,18,dog,4,1,1,1,1,0,0,-0.7125816345214844,-0.7236628532409668,58,hot dog,58,hot dog,1,0,0
coco_openai_b16,2998,549255,1,person,3,1,1,1,1,0,0,-0.04449200630187988,-0.045789897441864014,88,teddy bear,88,teddy bear,1,0,0
coco_openai_b16,2999,31390,1,person,2,0,0,1,1,0,0,-5.429214060306549,-5.537641257047653,34,frisbee,34,frisbee,1,0,0
coco_openai_b16,3000,523818,67,dining table,5,1,0,0,0,0,0,0.47804343700408936,0.47985345125198364,48,fork,48,fork,1,1,1
coco_openai_b16,3001,405188,72,tv,5,0,0,1,1,0,0,-0.39679229259490967,-0.4044901728630066,19,horse,19,horse,1,0,0
coco_openai_b16,3002,233005,15,bench,4,1,0,0,0,0,0,0.01026928424835205,0.013156354427337646,62,chair,62,chair,1,1,1
coco_openai_b16,3003,386332,1,person,4,0,0,1,1,0,0,-0.870285153388977,-0.8812276124954224,63,couch,63,couch,1,0,0
coco_openai_b16,3004,514173,19,horse,6,1,0,0,0,0,0,0.21154487133026123,0.2154381275177002,67,dining table,67,dining table,1,1,1
coco_openai_b16,3005,210342,42,surfboard,0,1,1,1,1,0,0,-1.0429547056555748,-1.064867414534092,14,parking meter,14,parking meter,1,0,0
coco_openai_b16,3006,432607,65,bed,5,0,0,1,1,0,0,-0.3439605236053467,-0.35065871477127075,17,cat,17,cat,1,0,0
coco_openai_b16,3007,218855,1,person,4,0,0,1,1,0,0,-0.4436867833137512,-0.4532513916492462,15,bench,15,bench,1,0,0
coco_openai_b16,3008,436174,4,motorcycle,7,1,1,1,1,0,0,-0.14449632167816162,-0.14689384400844574,51,bowl,51,bowl,1,0,0
coco_openai_b16,3009,197352,1,person,5,1,1,1,1,0,0,-2.525642216205597,-2.5746331810951233,36,snowboard,36,snowboard,1,0,0
coco_openai_b16,3010,174062,1,person,7,0,0,1,1,0,0,-1.3212539553642273,-1.3436616957187653,51,bowl,51,bowl,1,0,0
coco_openai_b16,3011,566697,56,broccoli,0,1,0,0,0,0,0,1.2099683284759521,1.2254853248596191,64,potted plant,64,potted plant,1,1,1
coco_openai_b16,3012,121875,1,person,3,1,1,1,1,0,0,-0.14986960589885712,-0.153240367770195,89,hair drier,89,hair drier,1,0,0
coco_openai_b16,3013,116667,6,bus,5,1,0,0,0,0,0,2.4337010979652405,2.481950521469116,27,backpack,27,backpack,1,1,1
coco_openai_b16,3014,172279,1,person,2,0,0,1,1,0,0,-1.2762170135974884,-1.3042058050632477,11,fire hydrant,11,fire hydrant,1,0,0
coco_openai_b16,3015,377910,67,dining table,2,1,1,1,1,0,0,-0.2961229383945465,-0.3040812611579895,15,bench,15,bench,1,0,0
coco_openai_b16,3016,342831,1,person,1,1,1,1,1,0,0,-1.2231218814849854,-1.248583734035492,15,bench,15,bench,1,0,0
coco_openai_b16,3017,526570,1,person,5,1,1,1,1,0,0,-1.1843523979187012,-1.2054136991500854,32,tie,32,tie,1,0,0
coco_openai_b16,3018,2685,1,person,3,1,1,1,1,0,0,-0.3083644360303879,-0.31352879106998444,56,broccoli,56,broccoli,1,0,0
coco_openai_b16,3019,148508,6,bus,1,1,0,0,0,0,0,0.6295233964920044,0.6448107361793518,19,horse,19,horse,1,1,1
coco_openai_b16,3020,293011,61,cake,7,1,1,1,1,0,0,-0.3435906171798706,-0.3524986505508423,34,frisbee,34,frisbee,1,0,0
coco_openai_b16,3021,341409,42,surfboard,1,1,1,1,1,0,0,-0.5170431733131409,-0.5281103923916817,40,baseball glove,40,baseball glove,1,0,0
coco_openai_b16,3022,331242,19,horse,3,1,0,0,0,0,0,4.984369516372681,5.049309968948364,24,zebra,24,zebra,1,1,1
coco_openai_b16,3023,364016,1,person,7,0,0,1,1,0,0,-1.236832294613123,-1.2602013871073723,43,tennis racket,43,tennis racket,1,0,0
coco_openai_b16,3024,463699,1,person,1,1,0,0,0,0,0,0.6997535228729248,0.7135648727416992,77,cell phone,77,cell phone,1,1,1
coco_openai_b16,3025,409572,1,person,5,0,0,1,1,0,0,-0.3792959749698639,-0.38752949237823486,4,motorcycle,22,elephant,0,0,0
coco_openai_b16,3026,257,8,truck,4,1,1,1,1,0,0,-0.17167019844055176,-0.18552303314208984,6,bus,6,bus,1,0,0
coco_openai_b16,3027,1803,70,toilet,1,1,0,0,0,0,0,0.3264104127883911,0.3298264741897583,51,bowl,51,bowl,1,1,1
coco_openai_b16,3028,339266,67,dining table,0,1,1,1,1,0,0,-0.20299363136291504,-0.20831608772277832,82,refrigerator,82,refrigerator,1,0,0
coco_openai_b16,3029,502433,1,person,6,1,1,1,1,0,0,-0.5557692646980286,-0.5617476105690002,81,sink,81,sink,1,0,0
coco_openai_b16,3030,312544,62,chair,3,1,0,0,0,0,0,0.486514687538147,0.49125444889068604,33,suitcase,33,suitcase,1,1,1
coco_openai_b16,3031,401828,1,person,1,1,1,1,1,0,0,-3.3402359187602997,-3.4019937962293625,77,cell phone,77,cell phone,1,0,0
coco_openai_b16,3032,297244,1,person,3,0,0,1,1,0,0,-0.09180797636508942,-0.09306365251541138,21,cow,21,cow,1,0,0
coco_openai_b16,3033,20913,58,hot dog,5,0,0,1,1,0,0,-0.6275860071182251,-0.6407041549682617,48,fork,48,fork,1,0,0
coco_openai_b16,3034,62817,76,keyboard,4,0,0,0,1,1,0,0.005942285060882568,-0.0006285309791564941,35,skis,35,skis,1,1,1
coco_openai_b16,3035,491223,1,person,0,1,1,1,1,0,0,-0.26176702603697777,-0.2673192024230957,40,baseball glove,40,baseball glove,1,0,0
coco_openai_b16,3036,437732,1,person,2,1,1,1,1,0,0,-1.3630808889865875,-1.3895198106765747,36,snowboard,36,snowboard,1,0,0
