sample,sample_index,image_id,target_id,target_category_id,epsilon,cci_region,tp_region,switched,cci_selection_target,tp_selection_target,selection_target_delta,cci_selection_worst_margin,tp_selection_worst_margin,selection_feasible_count,selection_target_tie_count,selection_margin_tie_count,best_candidate_coverage,cci_pmax_pm,tp_pmax_pm,delta_pmax_pm,cci_pmax_agg,tp_pmax_agg,delta_pmax_agg,cci_eval_target,tp_eval_target,delta_eval_target,cci_bbox,tp_bbox,delta_bbox,cci_pm_fail,tp_pm_fail,cci_agg_fail,tp_agg_fail,cci_pmean_all_pm,tp_pmean_all_pm,cci_pmean_all_agg,tp_pmean_all_agg,cci_v_rate_agg,tp_v_rate_agg,cci_v_mass_agg,tp_v_mass_agg,cci_hidden_tail_debt,tp_hidden_tail_debt
7854,7854,16308,1,1,0.02,4,4,False,0.87470603,0.87470603,0.0,-0.63810277,-0.63810277,1,1,1,0.8125,-0.37099484,-0.37099484,0.0,-0.3670352781065812,-0.3670352781065812,0.0,0.67810136,0.67810136,0.0,0.8666666666666667,0.8666666666666667,0.0,True,True,True,True,0.8205409,0.8205409,0.8364261031637978,0.8364261031637978,0.05063291139240506,0.05063291139240506,0.010660339439073558,0.010660339439073558,True,True
7855,7855,462802,64,64,0.02,3,3,False,0.108351775,0.108351775,0.0,-0.02393023,-0.02393023,1,1,1,0.9875,-0.008516488,-0.008516488,0.0,-0.007730314744729655,-0.007730314744729655,0.0,0.20627654,0.20627654,0.0,0.9230769230769231,0.9230769230769231,0.0,True,True,True,True,0.40511036,0.40511036,0.4136381010138114,0.4136381010138114,0.012658227848101266,0.012658227848101266,9.785208537632474e-05,9.785208537632474e-05,True,True
7856,7856,180869,67,67,0.02,4,4,False,0.7212828,0.7212828,0.0,-0.63608474,-0.63608474,1,1,1,0.9625,-0.5927654,-0.5927654,0.0,-0.5591620407773582,-0.5591620407773582,0.0,0.7166484,0.7166484,0.0,0.5714285714285714,0.5714285714285714,0.0,True,True,True,True,0.63054186,0.63054186,0.6390078857621571,0.6390078857621571,0.0379746835443038,0.0379746835443038,0.01405209097345612,0.01405209097345612,True,True
7857,7857,472878,42,42,0.02,2,2,False,0.81713,0.81713,0.0,-0.9127521,-0.9127521,1,1,1,0.925,-0.8271256,-0.8271256,0.0,-0.8504245804165713,-0.8504245804165713,0.0,0.5779167,0.5779167,0.0,0.3783783783783784,0.3783783783783784,0.0,True,True,True,True,0.73511106,0.73511106,0.7510556154681144,0.7510556154681144,0.0759493670886076,0.0759493670886076,0.037037380522691815,0.037037380522691815,False,False
7858,7858,434930,67,67,0.02,5,5,False,0.33298987,0.33298987,0.0,-0.444139,-0.444139,1,1,1,0.6625,-0.45323348,-0.45323348,0.0,-0.4332005814471287,-0.4332005814471287,0.0,0.3583041,0.3583041,0.0,1.0,1.0,0.0,True,True,True,True,0.102195494,0.102195494,0.10236915424331883,0.10236915424331883,0.3924050632911392,0.3924050632911392,0.0633958908871113,0.0633958908871113,True,True
7859,7859,520787,59,59,0.02,1,1,False,2.5587728,2.5587728,0.0,1.5157824,1.5157824,1,1,1,1.0,1.6388785,1.6388785,0.0,1.7254253430978728,1.7254253430978728,0.0,2.3659863,2.3659863,0.0,1.0,1.0,0.0,False,False,False,False,2.7805946,2.7805946,2.830100328640627,2.830100328640627,0.0,0.0,0.0,0.0,False,False
7860,7860,54899,1,1,0.02,4,4,False,0.3434282,0.3434282,0.0,-0.7964924,-0.7964924,1,1,1,0.4625,-0.78737324,-0.78737324,0.0,-0.8001770874363738,-0.8001770874363738,0.0,0.14155303,0.14155303,0.0,1.0,1.0,0.0,True,True,True,True,0.061222117,0.061222117,0.06238623626643992,0.06238623626643992,0.45569620253164556,0.45569620253164556,0.10460834695298321,0.10460834695298321,True,True
7861,7861,170048,1,1,0.02,7,7,False,0.3761408,0.3761408,0.0,-0.462841,-0.462841,1,1,1,0.85,-0.72758126,-0.72758126,0.0,-0.7423584309939182,-0.7423584309939182,0.0,0.20035629,0.20035629,0.0,1.0,1.0,0.0,True,True,True,True,0.13794756,0.13794756,0.14058043643807205,0.14058043643807205,0.34177215189873417,0.34177215189873417,0.06706311451668874,0.06706311451668874,True,True
7862,7862,524436,15,15,0.02,7,7,False,0.63192254,0.63192254,0.0,-0.008364201,-0.008364201,1,1,1,0.9875,-0.044973742,-0.044973742,0.0,-0.046418394951006414,-0.046418394951006414,0.0,0.49667838,0.49667838,0.0,0.6818181818181818,0.6818181818181818,0.0,True,True,True,True,0.5371254,0.5371254,0.5479813098879138,0.5479813098879138,0.012658227848101266,0.012658227848101266,0.0005875746196329926,0.0005875746196329926,True,True
7863,7863,542776,84,84,0.02,2,2,False,0.35923898,0.35923898,0.0,-8.65627,-8.65627,1,1,1,0.7875,-7.823393,-7.823393,0.0,-7.960754443184003,-7.960754443184003,0.0,-0.61698717,-0.61698717,0.0,0.43478260869565216,0.43478260869565216,0.0,True,True,True,True,0.3668913,0.3668913,0.37617715890663495,0.37617715890663495,0.31645569620253167,0.31645569620253167,0.3020049332739508,0.3020049332739508,False,False
7864,7864,558454,1,1,0.02,3,3,False,0.10123701,0.10123701,0.0,-0.19753653,-0.19753653,1,1,1,0.625,-0.22218852,-0.22218852,0.0,-0.22722915509100428,-0.22722915509100428,0.0,0.007948051,0.007948051,0.0,0.5555555555555556,0.5555555555555556,0.0,True,True,True,True,0.023116425,0.023116425,0.023549089811516405,0.023549089811516405,0.4430379746835443,0.4430379746835443,0.029885565995764588,0.029885565995764588,True,True
7865,7865,541197,1,1,0.02,0,0,False,0.35830906,0.35830906,0.0,-1.0591213,-1.0591213,1,1,1,0.7875,-1.0089916,-1.0089916,0.0,-1.0285380405632345,-1.0285380405632345,0.0,0.19206768,0.19206768,0.0,0.7142857142857143,0.7142857142857143,0.0,True,True,True,True,0.28047985,0.28047985,0.2857244127558135,0.2857244127558135,0.24050632911392406,0.24050632911392406,0.06583027279758372,0.06583027279758372,True,True
7866,7866,141651,19,19,0.02,5,5,False,3.6467957,3.6467957,0.0,0.79329133,0.79329133,1,1,1,1.0,0.29205468,0.29205468,0.0,0.2916504885195159,0.2916504885195159,0.0,2.213273,2.213273,0.0,0.975609756097561,0.975609756097561,0.0,False,False,False,False,3.2166443,3.2166443,3.2705460087530147,3.2705460087530147,0.0,0.0,0.0,0.0,False,False
7867,7867,205847,65,65,0.02,7,7,False,1.0779536,1.0779536,0.0,1.0373542,1.0373542,1,1,1,1.0,0.95475036,0.95475036,0.0,1.009343965198813,1.009343965198813,0.0,0.9933974,0.9933974,0.0,1.0,1.0,0.0,False,False,False,False,1.5275794,1.5275794,1.5557807404519781,1.5557807404519781,0.0,0.0,0.0,0.0,False,False
7868,7868,113333,3,3,0.02,7,7,False,0.70374894,0.70374894,0.0,0.2369813,0.2369813,1,1,1,1.0,0.16882706,0.16882706,0.0,0.16914953209625416,0.16914953209625416,0.0,0.64311796,0.64311796,0.0,0.9090909090909091,0.9090909090909091,0.0,False,False,False,False,0.6302756,0.6302756,0.640854982696682,0.640854982696682,0.0,0.0,0.0,0.0,False,False
7869,7869,17923,18,18,0.02,4,4,False,0.5790147,0.5790147,0.0,-0.16659147,-0.16659147,1,1,1,0.9375,-0.3504797,-0.3504797,0.0,-0.2864728869975779,-0.2864728869975779,0.0,0.63439614,0.63439614,0.0,0.1111111111111111,0.1111111111111111,0.0,True,True,True,True,0.9244985,0.9244985,0.9419030596112163,0.9419030596112163,0.05063291139240506,0.05063291139240506,0.006962688766821036,0.006962688766821036,False,False
7870,7870,214257,1,1,0.02,5,5,False,0.21268177,0.21268177,0.0,-0.77216136,-0.77216136,1,1,1,0.5,-0.6041427,-0.6041427,0.0,-0.6035071662314385,-0.6035071662314385,0.0,0.18145533,0.18145533,0.0,0.9523809523809523,0.9523809523809523,0.0,True,True,True,True,0.1608061,0.1608061,0.16382533252653458,0.16382533252653458,0.3037974683544304,0.3037974683544304,0.07681578705019204,0.07681578705019204,True,True
7871,7871,138856,79,79,0.02,1,1,False,1.0759045,1.0759045,0.0,-4.904846,-4.904846,1,1,1,0.2,-4.6803613,-4.6803613,0.0,-4.7645937292814935,-4.7645937292814935,0.0,0.63130045,0.63130045,0.0,1.0,1.0,0.0,True,True,True,True,-1.2200966,-1.2200966,-1.2447723005913027,-1.2447723005913027,0.810126582278481,0.810126582278481,1.4225259903911367,1.4225259903911367,False,False
7872,7872,512166,1,1,0.02,3,3,False,1.2213542,1.2213542,0.0,-0.8502724,-0.8502724,1,1,1,0.85,-1.2204596,-1.2204596,0.0,-1.247950794716454,-1.247950794716454,0.0,0.7980252,0.7980252,0.0,0.9333333333333333,0.9333333333333333,0.0,True,True,True,True,0.009808739,0.009808739,0.009776052541448643,0.009776052541448643,0.4430379746835443,0.4430379746835443,0.12758631092362674,0.12758631092362674,True,True
7873,7873,199481,4,4,0.02,5,5,False,0.54757047,0.54757047,0.0,-0.17848384,-0.17848384,1,1,1,0.975,-0.10957853,-0.10957853,0.0,-0.10383427479727825,-0.10383427479727825,0.0,0.5475462,0.5475462,0.0,0.0,0.0,0.0,True,True,True,True,0.21980865,0.21980865,0.22350536386850844,0.22350536386850844,0.0379746835443038,0.0379746835443038,0.002535406722656713,0.002535406722656713,False,False
7874,7874,469246,7,7,0.02,3,3,False,0.31027246,0.31027246,0.0,-0.23120517,-0.23120517,1,1,1,0.7875,-0.26696256,-0.26696256,0.0,-0.2070846060380438,-0.2070846060380438,0.0,0.40613845,0.40613845,0.0,0.8148148148148148,0.8148148148148148,0.0,True,True,True,True,0.14466427,0.14466427,0.14687231817504542,0.14687231817504542,0.22784810126582278,0.22784810126582278,0.017847324484686043,0.017847324484686043,True,True
7875,7875,299457,1,1,0.02,0,0,False,0.20079051,0.20079051,0.0,-0.82203984,-0.82203984,1,1,1,0.7125,-0.9687007,-0.9687007,0.0,-0.9912223832782328,-0.9912223832782328,0.0,0.16514619,0.16514619,0.0,0.9310344827586207,0.9310344827586207,0.0,True,True,True,True,0.0179933,0.0179933,0.018269622546673747,0.018269622546673747,0.4810126582278481,0.4810126582278481,0.12399624119360009,0.12399624119360009,True,True
7876,7876,392320,1,1,0.02,7,7,False,0.1457318,0.1457318,0.0,-0.023126066,-0.023126066,1,1,1,0.925,-0.08107585,-0.08107585,0.0,-0.07266251461512885,-0.07266251461512885,0.0,0.14940454,0.14940454,0.0,0.0,0.0,0.0,True,True,True,True,0.025464868,0.025464868,0.025928618729635006,0.025928618729635006,0.25316455696202533,0.25316455696202533,0.005644705819972867,0.005644705819972867,False,False
7877,7877,298526,1,1,0.02,3,3,False,0.5145233,0.5145233,0.0,-3.5221493,-3.5221493,1,1,1,0.725,-4.073982,-4.073982,0.0,-4.151342922954113,-4.151342922954113,0.0,-0.06289029,-0.06289029,0.0,0.9354838709677419,0.9354838709677419,0.0,True,True,True,True,0.14866692,0.14866692,0.1517523472417897,0.1517523472417897,0.3670886075949367,0.3670886075949367,0.3248378131676164,0.3248378131676164,True,True
7878,7878,175539,13,13,0.02,4,4,False,1.2809105,1.2809105,0.0,-0.7437227,-0.7437227,1,1,1,0.8625,-0.5856742,-0.5856742,0.0,-0.5176182674801781,-0.5176182674801781,0.0,0.8757431,0.8757431,0.0,0.7037037037037037,0.7037037037037037,0.0,True,True,True,True,0.51102066,0.51102066,0.5189674132920079,0.5189674132920079,0.10126582278481013,0.10126582278481013,0.029043897288560275,0.029043897288560275,True,True
7879,7879,59202,1,1,0.02,2,2,False,0.60313654,0.60313654,0.0,-0.100994766,-0.100994766,1,1,1,0.95,-0.6612361,-0.6612361,0.0,-0.6313306432817105,-0.6313306432817105,0.0,0.3725359,0.3725359,0.0,1.0,1.0,0.0,True,True,True,True,0.21423496,0.21423496,0.21814863669654053,0.21814863669654053,0.25316455696202533,0.25316455696202533,0.05374974853045231,0.05374974853045231,True,True
7880,7880,183803,63,63,0.02,5,5,False,1.5913689,1.5913689,0.0,1.1809694,1.1809694,1,1,1,1.0,1.1394401,1.1394401,0.0,1.2180299339869765,1.2180299339869765,0.0,1.4593319,1.4593319,0.0,0.8157894736842105,0.8157894736842105,0.0,False,False,False,False,1.9488997,1.9488997,1.9798875171732544,1.9798875171732544,0.0,0.0,0.0,0.0,False,False
7881,7881,4125,63,63,0.02,7,7,False,1.5364426,1.5364426,0.0,0.6648432,0.6648432,1,1,1,1.0,0.57120436,0.57120436,0.0,0.5759344250517272,0.5759344250517272,0.0,1.3706065,1.3706065,0.0,0.7777777777777778,0.7777777777777778,0.0,False,False,False,False,1.0568947,1.0568947,1.0711596020700442,1.0711596020700442,0.0,0.0,0.0,0.0,False,False
7882,7882,411044,1,1,0.02,5,5,False,1.478301,1.478301,0.0,-0.66369104,-0.66369104,1,1,1,0.9875,-1.4719142,-1.4719142,0.0,-1.5152991113230032,-1.5152991113230032,0.0,0.76944953,0.76944953,0.0,0.7931034482758621,0.7931034482758621,0.0,True,True,True,True,1.8919125,1.8919125,1.9275191123931898,1.9275191123931898,0.05063291139240506,0.05063291139240506,0.03239445249434746,0.03239445249434746,True,True
7883,7883,212226,8,8,0.02,0,0,False,2.2784946,2.2784946,0.0,0.63854015,0.63854015,1,1,1,1.0,0.42632285,0.42632285,0.0,0.43578622973105463,0.43578622973105463,0.0,1.9233065,1.9233065,0.0,1.0,1.0,0.0,False,False,False,False,2.96823,2.96823,3.0220207638572596,3.0220207638572596,0.0,0.0,0.0,0.0,False,False
7884,7884,573565,67,67,0.02,1,1,False,0.50560415,0.50560415,0.0,-2.5036101,-2.5036101,1,1,1,0.0875,-2.2888176,-2.2888176,0.0,-2.3301574979311592,-2.3301574979311592,0.0,0.14673637,0.14673637,0.0,0.8793103448275862,0.8793103448275862,0.0,True,True,True,True,-0.766421,-0.766421,-0.7820531942488324,-0.7820531942488324,0.9493670886075949,0.9493670886075949,0.8257498136040082,0.8257498136040082,False,False
7885,7885,260699,8,8,0.02,2,2,False,0.4641039,0.4641039,0.0,-0.36761865,-0.36761865,1,1,1,0.975,-0.6051401,-0.6051401,0.0,-0.39099802553712304,-0.39099802553712304,0.0,0.22024636,0.22024636,0.0,1.0,1.0,0.0,True,True,True,True,0.9025147,0.9025147,0.9196893416455971,0.9196893416455971,0.08860759493670886,0.08860759493670886,0.014275809542565328,0.014275809542565328,True,True
7886,7886,579666,1,1,0.02,4,4,False,0.075969376,0.075969376,0.0,-0.2380642,-0.2380642,1,1,1,0.3,-0.17640264,-0.17640264,0.0,-0.17528603400334364,-0.17528603400334364,0.0,0.07976339,0.07976339,0.0,0.3333333333333333,0.3333333333333333,0.0,True,True,True,True,0.004296643,0.004296643,0.00434444056545627,0.00434444056545627,0.4430379746835443,0.4430379746835443,0.026819455118736162,0.026819455118736162,False,False
7887,7887,512290,1,1,0.02,2,2,False,0.5091437,0.5091437,0.0,-2.5050945,-2.5050945,1,1,1,0.75,-2.669649,-2.669649,0.0,-2.721144392244735,-2.721144392244735,0.0,0.09953562,0.09953562,0.0,0.6153846153846154,0.6153846153846154,0.0,True,True,True,True,-0.21464981,-0.21464981,-0.21885125926480317,-0.21885125926480317,0.6582278481012658,0.6582278481012658,0.32402436492301034,0.32402436492301034,False,False
7888,7888,396200,1,1,0.02,4,4,False,0.6446139,0.6446139,0.0,-1.5523756,-1.5523756,1,1,1,0.775,-2.1805584,-2.1805584,0.0,-2.225403390141062,-2.225403390141062,0.0,-0.27003503,-0.27003503,0.0,0.42857142857142855,0.42857142857142855,0.0,True,True,True,True,0.24838227,0.24838227,0.25321934902215854,0.25321934902215854,0.35443037974683544,0.35443037974683544,0.24992352016264532,0.24992352016264532,False,False
7889,7889,551533,21,21,0.02,4,4,False,0.04166151,0.04166151,0.0,-0.2285035,-0.2285035,1,1,1,0.35,-0.25262862,-0.25262862,0.0,-0.25729001308955507,-0.25729001308955507,0.0,0.046010602,0.046010602,0.0,0.2857142857142857,0.2857142857142857,0.0,True,True,True,True,-0.01900265,-0.01900265,-0.019419037852876943,-0.019419037852876943,0.6455696202531646,0.6455696202531646,0.035062669058411794,0.035062669058411794,False,False
7890,7890,215787,1,1,0.02,5,5,False,1.0823265,1.0823265,0.0,-0.34753633,-0.34753633,1,1,1,0.8375,-0.6099668,-0.6099668,0.0,-0.6108762873342054,-0.6108762873342054,0.0,0.8376933,0.8376933,0.0,0.7407407407407407,0.7407407407407407,0.0,True,True,True,True,0.030542096,0.030542096,0.03094931910702514,0.03094931910702514,0.35443037974683544,0.35443037974683544,0.0835907749467277,0.0835907749467277,True,True
7891,7891,233711,3,3,0.02,4,4,False,0.65071,0.65071,0.0,-0.24183035,-0.24183035,1,1,1,0.95,-0.15753208,-0.15753208,0.0,-0.14606749281622483,-0.14606749281622483,0.0,0.47329965,0.47329965,0.0,0.9285714285714286,0.9285714285714286,0.0,True,True,True,True,0.46730146,0.46730146,0.4751748861576651,0.4751748861576651,0.012658227848101266,0.012658227848101266,0.0018489556052686687,0.0018489556052686687,True,True
7892,7892,204502,44,44,0.02,0,0,False,0.44134104,0.44134104,0.0,-0.9927641,-0.9927641,1,1,1,0.8,-1.2046905,-1.2046905,0.0,-1.230695347634692,-1.230695347634692,0.0,0.56621146,0.56621146,0.0,1.0,1.0,0.0,True,True,True,True,0.5668111,0.5668111,0.5792396342556692,0.5792396342556692,0.189873417721519,0.189873417721519,0.0746834554530844,0.0746834554530844,True,True
7893,7893,381032,1,1,0.02,4,4,False,0.1801692,0.1801692,0.0,0.0521079,0.0521079,1,1,1,1.0,-0.060035437,-0.060035437,0.0,-0.05047906654526518,-0.05047906654526518,0.0,0.14294039,0.14294039,0.0,0.21052631578947367,0.21052631578947367,0.0,True,True,True,True,0.122792274,0.122792274,0.12510584514499998,0.12510584514499998,0.0379746835443038,0.0379746835443038,0.0010900651730410072,0.0010900651730410072,False,False
7894,7894,543224,54,54,0.02,0,0,False,2.4749734,2.4749734,0.0,1.3422585,1.3422585,1,1,1,1.0,1.4031706,1.4031706,0.0,1.4322479964700556,1.4322479964700556,0.0,2.1896439,2.1896439,0.0,0.18181818181818182,0.18181818181818182,0.0,False,False,False,False,3.6187232,3.6187232,3.682232448028408,3.682232448028408,0.0,0.0,0.0,0.0,False,False
7895,7895,151781,1,1,0.02,6,6,False,0.007249881,0.007249881,0.0,-0.6522969,-0.6522969,1,1,1,0.65,-0.80153656,-0.80153656,0.0,-0.7559738127998918,-0.7559738127998918,0.0,0.03932279,0.03932279,0.0,0.9090909090909091,0.9090909090909091,0.0,True,True,True,True,0.020894237,0.020894237,0.021306236674268002,0.021306236674268002,0.45569620253164556,0.45569620253164556,0.12580788220040012,0.12580788220040012,True,True
7896,7896,60899,1,1,0.02,0,6,True,0.033231676,0.028223012,-0.005008664,-0.84468234,-0.15370533,2,1,1,0.925,-0.9780709,-0.3324293,0.6456416,-0.9599647651565913,-0.30986627855294624,0.6500984866036451,-0.06870546,-0.14338464,-0.07467917,1.0,1.0,0.0,True,True,True,True,0.05905202,0.18886821,0.05975257138944577,0.19230389979994592,0.4936708860759494,0.189873417721519,0.1652799483546211,0.02893227767103604,True,True
7897,7897,70353,63,63,0.02,3,3,False,0.642966,0.642966,0.0,-0.5648908,-0.5648908,1,1,1,0.9,-0.3388176,-0.3388176,0.0,-0.2554935114974024,-0.2554935114974024,0.0,0.6888221,0.6888221,0.0,0.1724137931034483,0.1724137931034483,0.0,True,True,True,True,0.843174,0.843174,0.8565728656547513,0.8565728656547513,0.02531645569620253,0.02531645569620253,0.004567381412321804,0.004567381412321804,False,False
7898,7898,153529,1,1,0.02,5,5,False,2.1645722,2.1645722,0.0,1.148562,1.148562,1,1,1,1.0,0.042345364,0.042345364,0.0,0.3988265913826774,0.3988265913826774,0.0,1.3951229,1.3951229,0.0,0.9230769230769231,0.9230769230769231,0.0,False,False,False,False,1.7547183,1.7547183,1.7880853486699961,1.7880853486699961,0.0,0.0,0.0,0.0,False,False
7899,7899,387079,1,1,0.02,6,6,False,0.1727775,0.1727775,0.0,-0.20190132,-0.20190132,1,1,1,0.825,-0.2883527,-0.2883527,0.0,-0.25763982810681185,-0.25763982810681185,0.0,0.14952987,0.14952987,0.0,0.7619047619047619,0.7619047619047619,0.0,True,True,True,True,0.09317371,0.09317371,0.09503546455207867,0.09503546455207867,0.31645569620253167,0.31645569620253167,0.030027146850316704,0.030027146850316704,True,True
7900,7900,254983,1,1,0.02,7,2,True,0.035624556,0.030049322,-0.005575234,-0.75683826,-0.43611306,2,1,1,0.25,-0.90654784,-0.41796973,0.4885781,-0.9246437951185366,-0.4259098127514105,0.49873398236712607,-0.04585653,0.06590373,0.11176026,0.23333333333333334,0.12903225806451613,-0.10430107526881721,True,True,True,True,-0.27907127,-0.03236032,-0.28441220103153003,-0.033036004253687745,0.9873417721518988,0.6075949367088608,0.2900882412483178,0.07623057932641848,False,False
7901,7901,471350,11,11,0.02,7,7,False,7.5470624,7.5470624,0.0,4.187616,4.187616,1,1,1,1.0,3.790692,3.790692,0.0,3.8801438985075762,3.8801438985075762,0.0,6.6954207,6.6954207,0.0,1.0,1.0,0.0,False,False,False,False,7.9453406,7.9453406,8.111627527583103,8.111627527583103,0.0,0.0,0.0,0.0,False,False
7902,7902,450223,3,3,0.02,6,6,False,0.25727242,0.25727242,0.0,-0.64370877,-0.64370877,1,1,1,0.7,-0.60661024,-0.60661024,0.0,-0.6180261046371646,-0.6180261046371646,0.0,0.38208243,0.38208243,0.0,0.0,0.0,0.0,True,True,True,True,0.18341923,0.18341923,0.18613117359501424,0.18613117359501424,0.21518987341772153,0.21518987341772153,0.04593893573281429,0.04593893573281429,False,False
7903,7903,153040,63,63,0.02,3,3,False,1.2398555,1.2398555,0.0,-0.3846208,-0.3846208,1,1,1,0.9,-0.5098028,-0.5098028,0.0,-0.5022183009676111,-0.5022183009676111,0.0,1.2606974,1.2606974,0.0,0.0,0.0,0.0,True,True,True,True,0.4982802,0.4982802,0.5022654067063003,0.5022654067063003,0.10126582278481013,0.10126582278481013,0.030212483109819242,0.030212483109819242,False,False
7904,7904,300066,5,5,0.02,4,4,False,2.2646956,2.2646956,0.0,1.360733,1.360733,1,1,1,1.0,1.6797585,1.6797585,0.0,1.7366761964504427,1.7366761964504427,0.0,1.8547093,1.8547093,0.0,1.0,1.0,0.0,False,False,False,False,3.510484,3.510484,3.5909513991621393,3.5909513991621393,0.0,0.0,0.0,0.0,False,False
7905,7905,195002,1,1,0.02,1,1,False,0.37488085,0.37488085,0.0,-1.1211495,-1.1211495,1,1,1,0.225,-1.0101599,-1.0101599,0.0,-0.961972743750555,-0.961972743750555,0.0,0.1253395,0.1253395,0.0,0.4117647058823529,0.4117647058823529,0.0,True,True,True,True,-0.29056293,-0.29056293,-0.29605304932718146,-0.29605304932718146,0.8607594936708861,0.8607594936708861,0.3125123257446263,0.3125123257446263,False,False
7906,7906,232894,1,1,0.02,3,3,False,0.20427448,0.20427448,0.0,-1.1091084,-1.1091084,1,1,1,0.55,-1.320654,-1.320654,0.0,-1.3394019594261102,-1.3394019594261102,0.0,0.010525015,0.010525015,0.0,0.7608695652173914,0.7608695652173914,0.0,True,True,True,True,-0.07671163,-0.07671163,-0.07805793324853073,-0.07805793324853073,0.569620253164557,0.569620253164557,0.1544152203428773,0.1544152203428773,False,False
7907,7907,296906,1,1,0.02,3,7,True,0.24220529,0.23483974,-0.0073655546,-0.8596616,-0.29980808,2,1,1,0.975,-0.84808236,-0.2770718,0.5710106,-0.8641928666991582,-0.28374423359870377,0.5804486331004544,0.12228157,0.27266982,0.15038824,0.0,0.9047619047619048,0.9047619047619048,True,True,True,True,-0.110575676,1.0245329,-0.11267942627836619,1.0440464217287977,0.7341772151898734,0.012658227848101266,0.14002436663833392,0.003591699159477263,False,True
7908,7908,142891,17,17,0.02,5,5,False,0.39994338,0.39994338,0.0,-1.0522975,-1.0522975,1,1,1,0.4375,-1.005272,-1.005272,0.0,-0.9600438914290161,-0.9600438914290161,0.0,0.15522039,0.15522039,0.0,1.0,1.0,0.0,True,True,True,True,-0.17231111,-0.17231111,-0.17577198251067022,-0.17577198251067022,0.7341772151898734,0.7341772151898734,0.21899472494823433,0.21899472494823433,False,False
7909,7909,402674,1,1,0.02,2,2,False,0.27553177,0.27553177,0.0,-0.5751956,-0.5751956,1,1,1,0.8625,-0.7833573,-0.7833573,0.0,-0.7981569823200626,-0.7981569823200626,0.0,0.058923785,0.058923785,0.0,1.0,1.0,0.0,True,True,True,True,0.26813185,0.26813185,0.27318343220882935,0.27318343220882935,0.22784810126582278,0.22784810126582278,0.05932169833286742,0.05932169833286742,True,True
7910,7910,497076,22,22,0.02,0,0,False,2.5096986,2.5096986,0.0,1.0040731,1.0040731,1,1,1,1.0,0.8337097,0.8337097,0.0,0.8768019026434273,0.8768019026434273,0.0,1.9561034,1.9561034,0.0,1.0,1.0,0.0,False,False,False,False,3.3822987,3.3822987,3.4507421164538594,3.4507421164538594,0.0,0.0,0.0,0.0,False,False
7911,7911,210804,9,9,0.02,6,6,False,1.6824925,1.6824925,0.0,-0.23550928,-0.23550928,1,1,1,0.9875,-0.0409681,-0.0409681,0.0,-0.042982224813223,-0.042982224813223,0.0,1.4155649,1.4155649,0.0,0.8125,0.8125,0.0,True,True,True,True,1.791739,1.791739,1.8261076553807434,1.8261076553807434,0.012658227848101266,0.012658227848101266,0.0005440787951040886,0.0005440787951040886,True,True
7912,7912,240295,1,1,0.02,0,0,False,0.093613036,0.093613036,0.0,-1.2995331,-1.2995331,1,1,1,0.4875,-0.9438266,-0.9438266,0.0,-0.8835692530441027,-0.8835692530441027,0.0,0.25723472,0.25723472,0.0,1.0,1.0,0.0,True,True,True,True,0.21233805,0.21233805,0.21638825924424077,0.21638825924424077,0.31645569620253167,0.31645569620253167,0.09733861550938741,0.09733861550938741,True,True
7913,7913,156572,1,1,0.02,3,3,False,0.7192214,0.7192214,0.0,-0.2733425,-0.2733425,1,1,1,0.925,-0.44738767,-0.44738767,0.0,-0.4522970018550527,-0.4522970018550527,0.0,0.3802497,0.3802497,0.0,0.825,0.825,0.0,True,True,True,True,0.49376526,0.49376526,0.5030890146142889,0.5030890146142889,0.0759493670886076,0.0759493670886076,0.01730082892101797,0.01730082892101797,True,True
7914,7914,52790,7,7,0.02,3,3,False,0.9267791,0.9267791,0.0,-0.44878906,-0.44878906,1,1,1,0.9375,-0.4846897,-0.4846897,0.0,-0.49524346597052815,-0.49524346597052815,0.0,0.74476033,0.74476033,0.0,0.9259259259259259,0.9259259259259259,0.0,True,True,True,True,0.826477,0.826477,0.841022775336052,0.841022775336052,0.0759493670886076,0.0759493670886076,0.013865996215861431,0.013865996215861431,True,True
7915,7915,65306,6,6,0.02,5,5,False,0.8878375,0.8878375,0.0,0.26773953,0.26773953,1,1,1,1.0,0.36418727,0.36418727,0.0,0.4681903447004131,0.4681903447004131,0.0,0.9027343,0.9027343,0.0,0.9375,0.9375,0.0,False,False,False,False,1.389511,1.389511,1.4168067622743572,1.4168067622743572,0.0,0.0,0.0,0.0,False,False
7916,7916,510343,7,7,0.02,1,1,False,0.24463867,0.24463867,0.0,-0.5100723,-0.5100723,1,1,1,0.4375,-0.5091735,-0.5091735,0.0,-0.5217594520219804,-0.5217594520219804,0.0,0.31114313,0.31114313,0.0,0.6666666666666666,0.6666666666666666,0.0,True,True,True,True,-0.021533519,-0.021533519,-0.022423479277116187,-0.022423479277116187,0.4936708860759494,0.4936708860759494,0.07829286553564581,0.07829286553564581,False,False
7917,7917,359182,4,4,0.02,5,5,False,3.5457528,3.5457528,0.0,1.3008864,1.3008864,1,1,1,1.0,1.1564982,1.1564982,0.0,1.1769598856984214,1.1769598856984214,0.0,3.169236,3.169236,0.0,1.0,1.0,0.0,False,False,False,False,4.3098025,4.3098025,4.389741145419306,4.389741145419306,0.0,0.0,0.0,0.0,False,False
